"","game_date_x","game_pk","velocity","spin_rate","release_extension","api_break_z_with_gravity","pitcher_run_exp","woba","xwoba","launch_speed","hardhit_percent","barrels_per_pa_percent","home_team","away_team","home_runs","away_runs","park_factor"
"3607","2024-08-14",746919,90.4,2244,6.27,2.67539,-4.281,0.446,0.31,86.7,33.3333333333333,6.12244897959184,"Boston Red Sox","Texas Rangers",7,9,102
"3608","2024-08-14",746919,87.8,2257,6.8,2.33236,0.609,0.301,0.307,87.3,40,2.63157894736842,"Boston Red Sox","Texas Rangers",7,9,102
"3609","2024-08-14",745951,93.4,2379,6.27,1.77994,0.097,0.276,0.341,88.5,38.4615384615385,0,"Milwaukee Brewers","Los Angeles Dodgers",5,4,98
"3610","2024-08-14",745951,90,2233,6.51,2.31276,-0.595,0.296,0.296,84.2,31.578947368421,6.06060606060606,"Milwaukee Brewers","Los Angeles Dodgers",5,4,98
"3611","2024-08-14",745381,86.8,2103,6.11,2.74153,1.627,0.265,0.257,85.6,36.3636363636364,2.56410256410256,"San Diego Padres","Pittsburgh Pirates",8,2,99
"3612","2024-08-14",745381,88.4,2452,6.28,2.30901,-0.989,0.378,0.361,89.3,38.7096774193548,11.1111111111111,"San Diego Padres","Pittsburgh Pirates",8,2,99
"3613","2024-08-14",746188,87.3,2197,6.13,1.97796,-3.397,0.411,0.287,89.1,42.8571428571428,7.31707317073171,"Los Angeles Angels","Toronto Blue Jays",2,9,101
"3614","2024-08-14",746188,90.4,2164,6.48,2.46726,1.404,0.233,0.275,87.9,40.9090909090909,9.09090909090909,"Los Angeles Angels","Toronto Blue Jays",2,9,101
"3615","2024-08-14",745544,89.9,2244,6.53,2.43199,-0.128,0.318,0.34,94.1,53.5714285714286,9.52380952380952,"Philadelphia Phillies","Miami Marlins",9,5,101
"3616","2024-08-14",745544,90.4,2159,6.41,2.53942,-3.634,0.444,0.362,89.4,37.9310344827586,2.63157894736842,"Philadelphia Phillies","Miami Marlins",9,5,101
"3617","2024-08-14",746677,87.7,2289,6.61,2.58327,-8.293,0.498,0.36,90.9,51.8518518518518,10.2564102564103,"Cincinnati Reds","St. Louis Cardinals",9,2,107
"3618","2024-08-14",746677,89,2314,6.3,2.24072,1.351,0.297,0.256,83.8,25,0,"Cincinnati Reds","St. Louis Cardinals",9,2,107
"3619","2024-08-14",745053,88.9,2145,6.31,2.2745,4.903,0.158,0.3,90.2,43.4782608695652,8.33333333333333,"Tampa Bay Rays","Houston Astros",1,2,100
"3620","2024-08-14",745053,89.8,2227,6.58,2.05767,4.34,0.113,0.218,83,21.7391304347826,2.94117647058824,"Tampa Bay Rays","Houston Astros",1,2,100
"3621","2024-08-14",745790,87.6,2187,6.07,2.24469,-3.595,0.411,0.379,90.7,43.3333333333333,5.4054054054054,"New York Mets","Oakland Athletics",9,1,98
"3622","2024-08-14",745790,88.6,2203,6.94,2.52192,1.85,0.234,0.278,85.8,38.4615384615385,2.77777777777778,"New York Mets","Oakland Athletics",9,1,98
"3623","2024-08-14",746598,88.6,2094,6.25,2.74648,3.129,0.219,0.27,87.1,34.6153846153846,6.06060606060606,"Cleveland Guardians","Chicago Cubs",6,1,105
"3624","2024-08-14",746598,87,2364,6.7,2.33721,-0.547,0.327,0.293,90.7,34.7826086956522,0,"Cleveland Guardians","Chicago Cubs",6,1,105
"3625","2024-08-14",747000,90.5,2237,6.66,2.1403,0.283,0.291,0.333,89.7,36.3636363636364,2.94117647058824,"Baltimore Orioles","Washington Nationals",4,1,98
"3626","2024-08-14",747000,88.4,2044,6.13,2.45588,2.337,0.219,0.304,85.3,36,3.03030303030303,"Baltimore Orioles","Washington Nationals",4,1,98
"3627","2024-08-15",745783,91.1,2351,6.37,2.3631,-1.634,0.361,0.349,87.6,42.8571428571428,6.97674418604651,"New York Mets","Oakland Athletics",6,7,98
"3628","2024-08-15",745783,88.9,2111,6.47,2.33835,-3.306,0.416,0.374,86.1,21.875,2,"New York Mets","Oakland Athletics",6,7,98
"3629","2024-08-15",744980,87.4,2115,6.59,2.0156,0.027,0.326,0.339,83.6,20.8333333333333,10.5263157894737,"Texas Rangers","Minnesota Twins",2,3,93
"3630","2024-08-15",744980,89.7,2261,6.89,2.09219,2.494,0.24,0.275,88.9,42.8571428571428,2.63157894736842,"Texas Rangers","Minnesota Twins",2,3,93
"3631","2024-08-15",745298,87.1,2182,6.41,2.79146,-2.4,0.363,0.337,92.4,54.1666666666667,5.55555555555556,"San Francisco Giants","Atlanta Braves",6,0,97
"3632","2024-08-15",745298,89.5,2028,6.79,2.83579,4.069,0.136,0.198,87.6,36.3636363636364,0,"San Francisco Giants","Atlanta Braves",6,0,97
"3633","2024-08-15",745545,89.6,2074,6.59,2.08436,-7.532,0.486,0.373,91.6,43.75,6.66666666666667,"Philadelphia Phillies","Washington Nationals",13,3,101
"3634","2024-08-15",745545,90.4,2369,7.01,2.27483,0.895,0.291,0.263,85.8,32.1428571428571,5.55555555555556,"Philadelphia Phillies","Washington Nationals",13,3,101
"3635","2024-08-15",745950,89.4,2393,6.59,2.1269,-1.595,0.373,0.39,92.6,45,8.82352941176471,"Milwaukee Brewers","Los Angeles Dodgers",6,4,98
"3636","2024-08-15",745950,89.6,2226,6.9,1.92129,0.484,0.267,0.281,89.9,45.1612903225806,5.4054054054054,"Milwaukee Brewers","Los Angeles Dodgers",6,4,98
"3637","2024-08-15",746437,88.3,2236,6.19,2.25739,3.864,0.175,0.228,85.3,25,2.85714285714286,"Detroit Tigers","Seattle Mariners",2,1,99
"3638","2024-08-15",746437,91.1,2148,6.28,2.06114,3.545,0.161,0.182,81.5,23.5294117647059,3.57142857142857,"Detroit Tigers","Seattle Mariners",2,1,99
"3639","2024-08-15",747002,88.1,2402,6.69,2.50262,-0.282,0.35,0.366,93.9,47.8260869565217,12.1212121212121,"Baltimore Orioles","Boston Red Sox",5,1,98
"3640","2024-08-15",747002,89.9,2190,6.36,2.21879,2.023,0.257,0.244,93.9,45.4545454545455,5.88235294117647,"Baltimore Orioles","Boston Red Sox",5,1,98
"3641","2024-08-16",747001,91.2,2456,6.41,2.06708,-6.881,0.467,0.381,93.5,56.6666666666667,8.51063829787234,"Baltimore Orioles","Boston Red Sox",10,12,98
"3642","2024-08-16",747001,87,2228,6.52,2.60446,-4.272,0.446,0.378,91.7,51.4285714285714,6.25,"Baltimore Orioles","Boston Red Sox",10,12,98
"3643","2024-08-16",746189,92.4,2149,6.56,2.30462,0.266,0.315,0.327,87.4,26.0869565217391,2.5,"Los Angeles Angels","Atlanta Braves",3,2,101
"3644","2024-08-16",746189,89.7,2256,6.63,2.55328,0.65,0.304,0.313,92,47.0588235294118,6.06060606060606,"Los Angeles Angels","Atlanta Braves",3,2,101
"3645","2024-08-16",745784,90.6,2276,6.33,2.31638,-3.693,0.419,0.445,90.5,38.4615384615385,7.5,"New York Mets","Miami Marlins",7,3,98
"3646","2024-08-16",745784,89,1987,6.93,2.2307,0.356,0.263,0.275,88.9,34.6153846153846,8.82352941176471,"New York Mets","Miami Marlins",7,3,98
"3647","2024-08-16",746518,90.3,2074,6.38,2.22875,-2.641,0.427,0.438,85.1,40,7.5,"Colorado Rockies","San Diego Padres",7,3,108
"3648","2024-08-16",746518,86.1,1781,6.6,2.60203,-1.023,0.358,0.42,88.5,44,5.55555555555556,"Colorado Rockies","San Diego Padres",7,3,108
"3649","2024-08-16",745144,90,2361,6.33,2.39837,-0.645,0.38,0.302,90.7,35.7142857142857,10.2564102564103,"St. Louis Cardinals","Los Angeles Dodgers",6,7,98
"3650","2024-08-16",745144,91.5,2301,5.87,2.05678,-1.123,0.35,0.406,91,41.6666666666667,7.89473684210526,"St. Louis Cardinals","Los Angeles Dodgers",6,7,98
"3651","2024-08-16",745542,87.8,2296,6.82,2.62181,-0.07,0.33,0.275,88.7,29.6296296296296,0,"Philadelphia Phillies","Washington Nationals",3,2,101
"3652","2024-08-16",745542,88.3,2092,6.68,2.35045,-0.546,0.307,0.343,94.2,53.5714285714286,2.77777777777778,"Philadelphia Phillies","Washington Nationals",3,2,101
"3653","2024-08-16",746843,87,2113,5.97,2.37437,1.983,0.261,0.267,86.5,33.3333333333333,4.8780487804878,"Chicago Cubs","Toronto Blue Jays",6,5,87
"3654","2024-08-16",746843,89.7,2273,6.46,2.50351,-1.479,0.359,0.351,88.8,27.5862068965517,10.5263157894737,"Chicago Cubs","Toronto Blue Jays",6,5,87
"3655","2024-08-16",744974,89.1,2317,6.33,2.14825,-0.152,0.259,0.346,93.2,59.2592592592593,16.2162162162162,"Texas Rangers","Minnesota Twins",3,4,93
"3656","2024-08-16",744974,88.4,2368,6.36,2.17303,2.339,0.253,0.318,95.5,52.3809523809524,8.57142857142857,"Texas Rangers","Minnesota Twins",3,4,93
"3657","2024-08-16",746357,89.2,2442,6.78,2.25552,-2.523,0.377,0.314,88.7,40,4.76190476190476,"Houston Astros","Chicago White Sox",4,5,102
"3658","2024-08-16",746357,89.7,2350,6.87,2.4041,-2.645,0.331,0.255,90.2,44.4444444444444,5.4054054054054,"Houston Astros","Chicago White Sox",4,5,102
"3659","2024-08-16",745054,91.2,2172,6.76,1.97046,1.021,0.309,0.291,88.1,36,2.63157894736842,"Tampa Bay Rays","Arizona Diamondbacks",5,4,100
"3660","2024-08-16",745054,90.7,2371,6.77,1.9553,-1.323,0.293,0.291,87.4,39.2857142857143,5.4054054054054,"Tampa Bay Rays","Arizona Diamondbacks",5,4,100
"3661","2024-08-16",745949,90.3,2342,6.09,2.16907,1.029,0.275,0.272,88.2,36,5.55555555555556,"Milwaukee Brewers","Cleveland Guardians",5,3,98
"3662","2024-08-16",745949,89.9,2295,6.97,2.39211,-1.365,0.345,0.315,88.1,26.3157894736842,2.94117647058824,"Milwaukee Brewers","Cleveland Guardians",5,3,98
"3663","2024-08-16",745462,92.3,2177,6.52,2.29111,0.499,0.303,0.33,95.1,60,5.71428571428571,"Pittsburgh Pirates","Seattle Mariners",5,3,104
"3664","2024-08-16",745462,89.3,2143,7.21,2.6744,0.241,0.278,0.255,89.8,43.4782608695652,2.94117647058824,"Pittsburgh Pirates","Seattle Mariners",5,3,104
"3665","2024-08-16",746438,90.2,2358,6.18,2.32294,3.544,0.17,0.205,93.3,42.8571428571428,0,"Detroit Tigers","New York Yankees",0,3,99
"3666","2024-08-16",746438,90.3,2208,6.15,2.29562,1.027,0.273,0.27,88.3,16.6666666666667,5.71428571428571,"Detroit Tigers","New York Yankees",0,3,99
"3667","2024-08-16",746674,89.6,2430,6.18,2.39782,2.993,0.215,0.262,89.2,42.8571428571428,6.06060606060606,"Cincinnati Reds","Kansas City Royals",1,7,107
"3668","2024-08-16",746674,87.9,2123,6.09,2.16553,-2.873,0.413,0.34,91.1,42.8571428571428,8.10810810810811,"Cincinnati Reds","Kansas City Royals",1,7,107
"3669","2024-08-17",746675,87.2,2331,6.03,2.58326,-6.224,0.415,0.401,93.4,52.6315789473684,5.88235294117647,"Cincinnati Reds","Kansas City Royals",1,13,107
"3670","2024-08-17",746675,89.2,2097,6.56,2.3,2.407,0.236,0.237,84.8,31.8181818181818,2.94117647058824,"Cincinnati Reds","Kansas City Royals",1,13,107
"3671","2024-08-17",746190,90,2271,6.02,2.31288,-4.038,0.434,0.402,93.9,48.3870967741936,13.953488372093,"Los Angeles Angels","Atlanta Braves",3,11,101
"3672","2024-08-17",746190,87,2340,6.05,2.80275,0.104,0.313,0.282,85.5,27.2727272727273,2.56410256410256,"Los Angeles Angels","Atlanta Braves",3,11,101
"3673","2024-08-17",745626,91.7,2202,6.44,1.9121,3.867,0.19,0.226,86.5,28.5714285714286,2.85714285714286,"Oakland Athletics","San Francisco Giants",2,0,100
"3674","2024-08-17",745626,89.7,2211,6.47,2.55099,0.702,0.287,0.28,88.1,38.0952380952381,3.03030303030303,"Oakland Athletics","San Francisco Giants",2,0,100
"3675","2024-08-17",746434,90.6,2295,6.41,2.11632,4.114,0.175,0.23,87.2,39.1304347826087,2.94117647058824,"Detroit Tigers","New York Yankees",4,0,99
"3676","2024-08-17",746434,89.3,2289,6.28,2.40253,-1.349,0.365,0.309,87.1,40.9090909090909,5.88235294117647,"Detroit Tigers","New York Yankees",4,0,99
"3677","2024-08-17",746515,88.3,2268,6.57,2.50662,-3.185,0.416,0.334,85.5,34.2857142857143,2.32558139534884,"Colorado Rockies","San Diego Padres",3,8,108
"3678","2024-08-17",746515,91.4,2675,6.41,2.24721,1.759,0.251,0.298,81,18.1818181818182,2.77777777777778,"Colorado Rockies","San Diego Padres",3,8,108
"3679","2024-08-17",746355,88.1,2226,6.4,2.21725,-0.925,0.358,0.316,86.6,41.3793103448276,5.26315789473684,"Houston Astros","Chicago White Sox",6,1,102
"3680","2024-08-17",746355,91.5,2277,6.62,2.02466,2.989,0.202,0.238,80.6,23.8095238095238,0,"Houston Astros","Chicago White Sox",6,1,102
"3681","2024-08-17",745049,88.1,2191,6.41,2.26973,-4.213,0.443,0.314,85.2,27.5862068965517,2.56410256410256,"Tampa Bay Rays","Arizona Diamondbacks",6,1,100
"3682","2024-08-17",745049,87.5,2088,6.42,2.29036,3.589,0.17,0.237,85.6,27.2727272727273,2.85714285714286,"Tampa Bay Rays","Arizona Diamondbacks",6,1,100
"3683","2024-08-17",745785,89.9,2158,6.48,2.25238,-1.014,0.373,0.34,93.2,56.5217391304348,5.71428571428571,"New York Mets","Miami Marlins",4,0,98
"3684","2024-08-17",745785,92.7,2245,6.37,1.77946,3.359,0.195,0.231,85.6,23.8095238095238,0,"New York Mets","Miami Marlins",4,0,98
"3685","2024-08-17",745463,89.4,2171,6.74,2.04566,1.414,0.263,0.247,85.3,19.047619047619,0,"Pittsburgh Pirates","Seattle Mariners",7,2,104
"3686","2024-08-17",745463,92.8,2149,5.71,2.2289,-2.853,0.418,0.389,92.3,52.1739130434783,17.1428571428571,"Pittsburgh Pirates","Seattle Mariners",7,2,104
"3687","2024-08-17",746997,90.8,2160,6.12,2.40414,1.371,0.231,0.194,81.1,12.5,2.77777777777778,"Baltimore Orioles","Boston Red Sox",1,5,98
"3688","2024-08-17",746997,89,2260,6.42,2.31609,1.085,0.291,0.292,89.8,36.6666666666667,7.89473684210526,"Baltimore Orioles","Boston Red Sox",1,5,98
"3689","2024-08-17",745140,90.5,2262,6.76,2.1159,-1.504,0.405,0.456,92,51.5151515151515,11.1111111111111,"St. Louis Cardinals","Los Angeles Dodgers",5,2,98
"3690","2024-08-17",745140,91.7,2305,6.52,2.21711,1.453,0.19,0.276,87.3,33.3333333333333,3.125,"St. Louis Cardinals","Los Angeles Dodgers",5,2,98
"3691","2024-08-17",746841,91.6,2343,6.65,1.91028,1.321,0.27,0.35,93.9,43.4782608695652,10.5263157894737,"Chicago Cubs","Toronto Blue Jays",3,2,87
"3692","2024-08-17",746841,84.9,2089,6.35,2.9333,0.513,0.27,0.334,82.1,33.3333333333333,10.3448275862069,"Chicago Cubs","Toronto Blue Jays",3,2,87
"3693","2024-08-17",744977,89.8,2093,6.35,2.2519,2.242,0.247,0.289,90,38.4615384615385,2.94117647058824,"Texas Rangers","Minnesota Twins",2,5,93
"3694","2024-08-17",744977,90.7,2248,6.6,1.94619,2.774,0.223,0.277,88.8,42.3076923076923,5.71428571428571,"Texas Rangers","Minnesota Twins",2,5,93
"3695","2024-08-17",745537,89.6,2178,6.86,2.13624,-0.235,0.322,0.325,89.3,37.5,0,"Philadelphia Phillies","Washington Nationals",5,1,101
"3696","2024-08-17",745537,89.7,2051,7.04,2.56687,4.756,0.101,0.19,83.1,24,3.44827586206897,"Philadelphia Phillies","Washington Nationals",5,1,101
"3697","2024-08-17",745952,89.3,2299,6.74,2.13927,1.799,0.227,0.278,88.6,50,7.40740740740741,"Milwaukee Brewers","Cleveland Guardians",2,1,98
"3698","2024-08-17",745952,88.9,2276,6.61,2.22289,1.878,0.196,0.181,79.2,13.6363636363636,0,"Milwaukee Brewers","Cleveland Guardians",2,1,98
"3699","2024-08-18",745051,88.6,2352,6.39,2.26551,0.771,0.277,0.322,86.1,38.7096774193548,6.38297872340426,"Tampa Bay Rays","Arizona Diamondbacks",8,7,100
"3700","2024-08-18",745051,88.3,2236,6.33,2.46746,-0.28,0.345,0.33,86.8,29.0322580645161,6.38297872340426,"Tampa Bay Rays","Arizona Diamondbacks",8,7,100
"3701","2024-08-18",745539,88.5,2014,6.14,2.34274,-3.025,0.394,0.363,86.3,26.6666666666667,7.31707317073171,"Philadelphia Phillies","Washington Nationals",4,6,101
"3702","2024-08-18",745539,90.8,2287,6.76,2.21333,-1.01,0.361,0.293,88.5,34.4827586206897,5.55555555555556,"Philadelphia Phillies","Washington Nationals",4,6,101
"3703","2024-08-18",746838,87.7,2331,6.28,2.12611,0.855,0.271,0.269,89,50,0,"Chicago Cubs","Toronto Blue Jays",0,1,87
"3704","2024-08-18",746838,87.9,1959,6.7,2.23708,4.413,0.139,0.245,87,33.3333333333333,3.03030303030303,"Chicago Cubs","Toronto Blue Jays",0,1,87
"3705","2024-08-18",745464,87.1,2218,6.5,2.72994,-4.539,0.428,0.411,90.6,56.25,11.3636363636364,"Pittsburgh Pirates","Seattle Mariners",3,10,104
"3706","2024-08-18",745464,92.4,2257,6.42,2.16411,2.63,0.226,0.242,86.7,22.2222222222222,5.88235294117647,"Pittsburgh Pirates","Seattle Mariners",3,10,104
"3707","2024-08-18",745139,89.5,2449,6.52,2.47828,0.454,0.323,0.336,88.9,38.4615384615385,5.12820512820513,"St. Louis Cardinals","Los Angeles Dodgers",1,2,98
"3708","2024-08-18",745139,87.9,2354,6.47,2.33991,1.844,0.231,0.318,89.1,37.037037037037,6.45161290322581,"St. Louis Cardinals","Los Angeles Dodgers",1,2,98
"3709","2024-08-18",746676,88.6,2306,6.7,2.43981,2.323,0.249,0.221,82.5,15,0,"Cincinnati Reds","Kansas City Royals",1,8,107
"3710","2024-08-18",746676,87.7,2346,6.49,2.2036,-0.056,0.329,0.287,90.4,43.3333333333333,5.26315789473684,"Cincinnati Reds","Kansas City Royals",1,8,107
"3711","2024-08-18",746431,92.8,2117,6.16,1.79236,3.225,0.217,0.202,89.6,30.4347826086957,0,"Detroit Tigers","New York Yankees",3,2,99
"3712","2024-08-18",746431,86.9,2307,5.38,3.12504,1.171,0.248,0.267,91,32,0,"Detroit Tigers","New York Yankees",3,2,99
"3713","2024-08-18",744975,88.4,2268,6.46,1.99636,0.642,0.308,0.368,90.6,32.1428571428571,7.89473684210526,"Texas Rangers","Minnesota Twins",6,5,93
"3714","2024-08-18",744975,92.2,2321,6.82,2.05286,-3.644,0.401,0.392,88.4,35.4838709677419,7.14285714285714,"Texas Rangers","Minnesota Twins",6,5,93
"3715","2024-08-18",746999,91.5,2320,6.5,1.94987,0.481,0.315,0.245,85.1,37.037037037037,5,"Baltimore Orioles","Boston Red Sox",4,2,98
"3716","2024-08-18",746999,86.5,2431,6.02,2.50081,2.058,0.237,0.332,91.4,50,10,"Baltimore Orioles","Boston Red Sox",4,2,98
"3717","2024-08-18",745786,87.8,2295,6.28,2.6134,0.598,0.292,0.261,79.2,8,0,"New York Mets","Miami Marlins",2,3,98
"3718","2024-08-18",745786,86.4,2383,6.06,2.43034,-0.28,0.331,0.385,95.3,57.1428571428571,10.5263157894737,"New York Mets","Miami Marlins",2,3,98
"3719","2024-08-18",745621,88.6,2373,6.53,2.48849,2.725,0.222,0.273,86.3,31.8181818181818,2.4390243902439,"Oakland Athletics","San Francisco Giants",2,4,100
"3720","2024-08-18",745621,87.5,2112,6.14,2.20834,-0.009,0.358,0.279,89.6,47.3684210526316,11.4285714285714,"Oakland Athletics","San Francisco Giants",2,4,100
"3721","2024-08-18",746516,89.2,2425,6.01,2.6362,1.073,0.298,0.304,89.6,31.578947368421,6.25,"Colorado Rockies","San Diego Padres",3,2,108
"3722","2024-08-18",746516,89.9,2167,6.31,2.26245,1.855,0.276,0.276,88.7,31.0344827586207,2.63157894736842,"Colorado Rockies","San Diego Padres",3,2,108
"3723","2024-08-18",746186,87.7,2486,6.14,2.85843,3.7,0.166,0.236,79,13.3333333333333,3.03030303030303,"Los Angeles Angels","Atlanta Braves",1,3,101
"3724","2024-08-18",746186,93.3,2206,6.48,2.22881,-0.25,0.326,0.368,93.3,48.1481481481482,5.71428571428571,"Los Angeles Angels","Atlanta Braves",1,3,101
"3725","2024-08-18",746359,86.9,2287,6.82,2.32644,-0.547,0.329,0.332,91.2,47.3684210526316,3.2258064516129,"Houston Astros","Chicago White Sox",2,0,102
"3726","2024-08-18",746359,88,2464,6.04,3.05365,4.475,0.111,0.219,86.1,43.75,6.66666666666667,"Houston Astros","Chicago White Sox",2,0,102
"3727","2024-08-18",745948,89,2078,6.7,2.18034,5.328,0.103,0.159,81.3,17.3913043478261,0,"Milwaukee Brewers","Cleveland Guardians",2,0,98
"3728","2024-08-18",745948,87.9,2021,6.96,2.19514,0.865,0.27,0.283,87.2,30,0,"Milwaukee Brewers","Cleveland Guardians",2,0,98
"3729","2024-08-19",745294,87.8,2068,6.65,2.60335,0.353,0.298,0.31,84.7,24.1379310344828,0,"San Francisco Giants","Chicago White Sox",5,3,97
"3730","2024-08-19",745294,88.7,2165,6.37,2.34976,-1.526,0.377,0.296,88.3,25,2.85714285714286,"San Francisco Giants","Chicago White Sox",5,3,97
"3731","2024-08-19",745620,93.8,2376,6.6,1.88195,3.947,0.149,0.222,87.4,42.1052631578947,0,"Oakland Athletics","Tampa Bay Rays",3,0,100
"3732","2024-08-19",745620,91.8,2056,6.71,2.02254,0.611,0.297,0.333,91.8,61.9047619047619,6.66666666666667,"Oakland Athletics","Tampa Bay Rays",3,0,100
"3733","2024-08-19",746027,89.3,2174,6.34,2.47101,-2.743,0.392,0.423,89.9,50,9.30232558139535,"Miami Marlins","Arizona Diamondbacks",6,9,113
"3734","2024-08-19",746027,89.9,2471,6.75,2.16748,-1.051,0.374,0.331,86.8,34.4827586206897,2.56410256410256,"Miami Marlins","Arizona Diamondbacks",6,9,113
"3735","2024-08-19",744898,88.7,2049,6.59,2.13114,-1.141,0.333,0.417,92.7,51.8518518518518,10.5263157894737,"Toronto Blue Jays","Cincinnati Reds",3,6,103
"3736","2024-08-19",744898,89.9,2165,6.15,2.21614,-0.231,0.302,0.338,92.1,38.4615384615385,10.8108108108108,"Toronto Blue Jays","Cincinnati Reds",3,6,103
"3737","2024-08-19",745780,89,2175,6.79,2.33041,0.552,0.305,0.279,95.2,62.5,6.06060606060606,"New York Mets","Baltimore Orioles",4,3,98
"3738","2024-08-19",745780,89.2,2083,7.12,2.42326,1.056,0.252,0.274,89,47.8260869565217,5.88235294117647,"New York Mets","Baltimore Orioles",4,3,98
"3739","2024-08-19",746270,90.3,2269,6.36,2.17133,-0.529,0.341,0.335,91.7,47.8260869565217,5.4054054054054,"Kansas City Royals","Los Angeles Angels",5,3,106
"3740","2024-08-19",746270,86.8,2447,6.01,2.5541,1.457,0.286,0.315,90.1,45.4545454545455,11.4285714285714,"Kansas City Royals","Los Angeles Angels",5,3,106
"3741","2024-08-19",746351,90.1,2314,6.67,2.18234,-0.835,0.255,0.256,92,56,2.77777777777778,"Houston Astros","Boston Red Sox",5,4,102
"3742","2024-08-19",746351,89.8,2455,5.96,2.67,-2.028,0.397,0.344,93.9,60.8695652173913,2.63157894736842,"Houston Astros","Boston Red Sox",5,4,102
"3743","2024-08-19",744976,88.6,2097,6.45,2.34621,1.881,0.254,0.222,85,32,2.7027027027027,"Texas Rangers","Pittsburgh Pirates",4,3,93
"3744","2024-08-19",744976,91.8,2298,6.55,2.07053,2.069,0.245,0.243,91.7,38.8888888888889,6.89655172413793,"Texas Rangers","Pittsburgh Pirates",4,3,93
"3745","2024-08-19",745380,91.1,2357,6.18,2.12212,2.37,0.229,0.327,89.4,40.9090909090909,2.77777777777778,"San Diego Padres","Minnesota Twins",5,3,99
"3746","2024-08-19",745380,89,2278,6.41,2.06594,1.542,0.23,0.283,88.8,30.7692307692308,2.94117647058824,"San Diego Padres","Minnesota Twins",5,3,99
"3747","2024-08-19",746109,91.8,2347,6.4,1.96727,0.372,0.295,0.374,90.4,45.4545454545455,5.88235294117647,"Los Angeles Dodgers","Seattle Mariners",3,0,97
"3748","2024-08-19",746109,91.7,2214,6.55,2.09678,4.279,0.108,0.198,86.3,40,0,"Los Angeles Dodgers","Seattle Mariners",3,0,97
"3749","2024-08-20",745707,89.9,2186,6.69,2.42923,-0.886,0.346,0.296,85.4,26.4705882352941,3.38983050847458,"New York Yankees","Cleveland Guardians",5,9,101
"3750","2024-08-20",745707,88.5,2262,6.56,2.49562,-0.152,0.301,0.381,90.3,41.6666666666667,10.4166666666667,"New York Yankees","Cleveland Guardians",5,9,101
"3751","2024-08-20",746266,88.9,2397,6.21,2.27756,-4.788,0.406,0.366,84.7,41.6666666666667,4.44444444444444,"Kansas City Royals","Los Angeles Angels",5,9,106
"3752","2024-08-20",746266,86.8,2204,6.27,1.96937,0.169,0.306,0.296,85.6,26.6666666666667,2.7027027027027,"Kansas City Royals","Los Angeles Angels",5,9,106
"3753","2024-08-20",746349,89.2,2277,6.55,2.17824,-3.172,0.393,0.366,85.6,38.4615384615385,6.97674418604651,"Houston Astros","Boston Red Sox",5,6,102
"3754","2024-08-20",746349,89.8,2385,6.63,2.08197,-0.989,0.314,0.411,90.1,37.9310344827586,16.6666666666667,"Houston Astros","Boston Red Sox",5,6,102
"3755","2024-08-20",746107,90.2,2417,6.28,2.31301,-4.254,0.458,0.363,92.1,50,10.8108108108108,"Los Angeles Dodgers","Seattle Mariners",6,3,97
"3756","2024-08-20",746107,89.6,2393,6.44,2.46127,0.49,0.289,0.356,90.8,48.1481481481482,2.77777777777778,"Los Angeles Dodgers","Seattle Mariners",6,3,97
"3757","2024-08-20",745782,89.1,2086,6.24,2.33705,1.173,0.254,0.272,89.2,31.8181818181818,8.33333333333333,"New York Mets","Baltimore Orioles",5,9,98
"3758","2024-08-20",745782,88.4,2014,6.34,2.31358,-3.666,0.396,0.315,82.1,34.375,7.31707317073171,"New York Mets","Baltimore Orioles",5,9,98
"3759","2024-08-20",747083,92.3,2372,6.99,1.96692,0.082,0.34,0.308,88.9,42.1052631578947,8.33333333333333,"Atlanta Braves","Philadelphia Phillies",3,1,97
"3760","2024-08-20",747083,89.8,2331,6.41,2.3505,4.568,0.154,0.223,88.7,47.3684210526316,0,"Atlanta Braves","Philadelphia Phillies",3,1,97
"3761","2024-08-20",745295,88.3,2323,6.55,2.48396,-0.361,0.297,0.269,85.7,33.3333333333333,0,"San Francisco Giants","Chicago White Sox",4,1,97
"3762","2024-08-20",745295,89.8,2256,6.1,1.94765,4.975,0.121,0.16,88.3,38.8888888888889,0,"San Francisco Giants","Chicago White Sox",4,1,97
"3763","2024-08-20",746029,90.1,2152,6.47,1.98068,1.856,0.261,0.274,88.5,36,5.55555555555556,"Miami Marlins","Arizona Diamondbacks",1,3,113
"3764","2024-08-20",746029,91.2,2188,6.61,2.10389,-1.093,0.261,0.316,90.4,39.1304347826087,6.06060606060606,"Miami Marlins","Arizona Diamondbacks",1,3,113
"3765","2024-08-20",746839,86.2,2206,6.66,2.58903,2.319,0.27,0.258,90.7,52.3809523809524,0,"Chicago Cubs","Detroit Tigers",3,1,87
"3766","2024-08-20",746839,88.3,2132,6.43,2.13659,-0.216,0.272,0.351,87.1,25,3.125,"Chicago Cubs","Detroit Tigers",3,1,87
"3767","2024-08-20",745374,86.8,2133,6.11,2.61567,-1.183,0.38,0.307,89.8,40,2.77777777777778,"San Diego Padres","Minnesota Twins",7,5,99
"3768","2024-08-20",745374,88.3,2238,7.02,2.20467,-0.398,0.361,0.294,91.2,37.037037037037,5.88235294117647,"San Diego Padres","Minnesota Twins",7,5,99
